value,type
28,Kept
25,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
26,Kept
29,Kept
29,Kept
29,Kept
29,Kept
27,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
27,Kept
29,Kept
29,Kept
29,Kept
29,Kept
28,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
28,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
28,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
25,Kept
27,Kept
27,Kept
34,Kept
31,Kept
27,Kept
25,Kept
25,Kept
38,Kept
36,Kept
33,Kept
38,Kept
38,Kept
35,Kept
35,Kept
30,Kept
30,Kept
30,Kept
29,Kept
29,Kept
31,Kept
31,Kept
36,Kept
34,Kept
35,Kept
34,Kept
34,Kept
34,Kept
30,Kept
30,Kept
30,Kept
30,Kept
30,Kept
25,Kept
36,Kept
34,Kept
32,Kept
32,Kept
31,Kept
27,Kept
38,Kept
38,Kept
35,Kept
31,Kept
36,Kept
24,Kept
24,Kept
24,Kept
26,Kept
26,Kept
26,Kept
24,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
24,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
24,Kept
33,Kept
26,Kept
33,Kept
33,Kept
33,Kept
24,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
32,Kept
32,Kept
32,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
38,Kept
38,Kept
27,Kept
24,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
33,Kept
25,Kept
32,Kept
32,Kept
25,Kept
25,Kept
28,Kept
30,Kept
33,Kept
33,Kept
36,Kept
36,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
33,Kept
33,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
32,Kept
27,Kept
26,Kept
35,Kept
25,Kept
33,Kept
33,Kept
33,Kept
26,Kept
26,Kept
26,Kept
26,Kept
29,Kept
24,Kept
29,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
27,Kept
29,Kept
27,Kept
27,Kept
26,Kept
32,Kept
32,Kept
27,Kept
26,Kept
32,Kept
27,Kept
27,Kept
27,Kept
26,Kept
26,Kept
32,Kept
32,Kept
32,Kept
32,Kept
32,Kept
27,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
29,Kept
29,Kept
26,Kept
37,Kept
37,Kept
38,Kept
33,Kept
25,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
32,Kept
32,Kept
32,Kept
32,Kept
24,Kept
36,Kept
38,Kept
38,Kept
37,Kept
37,Kept
37,Kept
26,Kept
26,Kept
37,Kept
26,Kept
26,Kept
26,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
32,Kept
32,Kept
32,Kept
32,Kept
29,Kept
29,Kept
29,Kept
29,Kept
28,Kept
28,Kept
31,Kept
31,Kept
31,Kept
31,Kept
31,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
34,Kept
34,Kept
34,Kept
33,Kept
33,Kept
33,Kept
35,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
36,Kept
33,Kept
33,Kept
33,Kept
33,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
24,Kept
24,Kept
24,Kept
24,Kept
35,Kept
37,Kept
37,Kept
27,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
30,Kept
30,Kept
26,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
32,Kept
28,Kept
28,Kept
37,Kept
37,Kept
24,Kept
24,Kept
37,Kept
30,Kept
37,Kept
37,Kept
37,Kept
37,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
28,Kept
24,Kept
24,Kept
24,Kept
24,Kept
28,Kept
29,Kept
28,Kept
28,Kept
28,Kept
24,Kept
24,Kept
26,Kept
26,Kept
26,Kept
24,Kept
28,Kept
28,Kept
28,Kept
28,Kept
31,Kept
31,Kept
31,Kept
33,Kept
33,Kept
26,Kept
26,Kept
26,Kept
31,Kept
31,Kept
37,Kept
29,Kept
29,Kept
29,Kept
32,Kept
32,Kept
32,Kept
26,Kept
33,Kept
28,Kept
33,Kept
37,Kept
29,Kept
25,Kept
25,Kept
25,Kept
25,Kept
37,Kept
37,Kept
28,Kept
37,Kept
36,Kept
32,Kept
29,Kept
29,Kept
29,Kept
33,Kept
33,Kept
33,Kept
33,Kept
37,Kept
37,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
34,Kept
31,Kept
31,Kept
31,Kept
31,Kept
32,Kept
32,Kept
33,Kept
34,Kept
31,Kept
31,Kept
34,Kept
34,Kept
38,Kept
36,Kept
36,Kept
36,Kept
36,Kept
36,Kept
36,Kept
38,Kept
38,Kept
36,Kept
34,Kept
34,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
33,Kept
34,Kept
34,Kept
37,Kept
50,Kept
43,Kept
50,Kept
26,Kept
27,Kept
33,Kept
33,Kept
33,Kept
33,Kept
50,Kept
